"구분,지점코드,숙소명,비교대상자사코드,상권명,,,야호,,,,,,,,,,,,,"
"경쟁사,3014774,진주 브라운도트 진주성점,3009646,진주,,,,,,,,,,,,,,,,"
"자사,10061484,세종 아늑호텔 세종점,,공주/동학사/세종,,,,,,,,,,,,,,,,"
"경쟁사,10053222,세종 라고바움 호텔,10061484,공주/동학사/세종,,,,,,,,,,,,,,,,"
"경쟁사,1000113509,베스트웨스턴 플러스 호텔 세종,10061484,공주/동학사/세종,,,,,,,,,,,,,,,,"
"경쟁사,10068223,세종컨벤션센터 스테이,10061484,공주/동학사/세종,,,,,,,,,,,,,,,,"
"자사,1020346,아늑에어 호텔 춘천점,,춘천/강촌,,,,,,,,,,,,,,,,"
"경쟁사,10046536,춘천 JS모텔,1020346,춘천/강촌,,,,,,,,,,,,,,,,"
"경쟁사,26568,춘천 월드호텔,1020346,춘천/강촌,,,,,,,,,,,,,,,,"
"경쟁사,23786,춘천 호텔 코지,1020346,춘천/강촌,,,,,,,,,,,,,,,,"
"자사,3008754,호텔 드레 대전유성점,,유성구,,,,,,,,,,,,,,,,"
"경쟁사,3000349,대전 유성 자우리 호텔 도안점,3008754,유성구,,,,,,,,,,,,,,,,"
"경쟁사,1019067,대전 유성 저스트슬립 유성온천점,3008754,유성구,,,,,,,,,,,,,,,,"
"경쟁사,1009320,대전 유성 드라마 호텔,3008754,유성구,,,,,,,,,,,,,,,,"
"자사,10055566,아늑료칸 안산 1&2호점,,안산 고잔/상록수/선부동/월피동,,,,,,,,,,,,,,,,"
"경쟁사,1000111650,안산 루엠호텔,10055566,안산 고잔/상록수/선부동/월피동,,,,,,,,,,,,,,,,"
"경쟁사,24170,안산 아이비,10055566,안산 고잔/상록수/선부동/월피동,,,,,,,,,,,,,,,,"
"경쟁사,26348,안산 나무,10055566,안산 고잔/상록수/선부동/월피동,,,,,,,,,,,,,,,,"
"자사,10056714,프롬에이치 헤리티지 호텔 목포 평화광장점,,목포,,,,,,,,,,,,,,,,"
"경쟁사,3000222,목포 호텔 더하루 (평화광장),10056714,목포,,,,,,,,,,,,,,,,"
"경쟁사,24973,목포 하당 무인호텔,10056714,목포,,,,,,,,,,,,,,,,"
"경쟁사,10051163,목포 하운드호텔 목포평화광장,10056714,목포,,,,,,,,,,,,,,,,"
"자사,10057449,프롬에이치 뉴베라 호텔 청주,,청주 흥덕구 / 서원구 (청주 터미널),,,,,,,,,,,,,,,,"
"경쟁사,26162,청주 RUN호텔,10057449,청주 흥덕구 / 서원구 (청주 터미널),,,,,,,,,,,,,,,,"
"경쟁사,3009739,청주 K7 PC호텔,10057449,청주 흥덕구 / 서원구 (청주 터미널),,,,,,,,,,,,,,,,"
"경쟁사,1018732,청주 호텔 리온(HOTEL LION),10057449,청주 흥덕구 / 서원구 (청주 터미널),,,,,,,,,,,,,,,,"
"자사,26989,프롬에이치 마루호텔 포천점,,포천,,,,,,,,,,,,,,,,"
"경쟁사,3007195,포천 로제토 호텔,26989,포천,,,,,,,,,,,,,,,,"
"경쟁사,10054621,포천 스카이 드라이브인 무인호텔,26989,포천,,,,,,,,,,,,,,,,"
"경쟁사,1000101865,포천 FOR YOU(포유) 호텔,26989,포천,,,,,,,,,,,,,,,,"
"자사,10061911,프롬에이치 어스 호텔 위드 아늑 서울 강서화곡점,,화곡/까치산/양천/목동,,,,,,,,,,,,,,,,"
"경쟁사,24367,화곡 거기,10061911,화곡/까치산/양천/목동,,,,,,,,,,,,,,,,"
"경쟁사,23944,화곡 초콜릿,10061911,화곡/까치산/양천/목동,,,,,,,,,,,,,,,,"
"경쟁사,24961,화곡 MS,10061911,화곡/까치산/양천/목동,,,,,,,,,,,,,,,,"
"자사,10066328,미타스야 료칸&호텔 대전용전점,,동구(용전/복합터미널),,,,,,,,,,,,,,,,"
"경쟁사,1000109660,대전 용전 HOTEL BEN,10066328,동구(용전/복합터미널),,,,,,,,,,,,,,,,"
"경쟁사,10067342,호텔 선샤인,10066328,동구(용전/복합터미널),,,,,,,,,,,,,,,,"
"경쟁사,1000108717,대전 용전 모모(HOTEL MOMO),10066328,동구(용전/복합터미널),,,,,,,,,,,,,,,,"
"자사,10064899,센트럴 세븐호텔 바이권 부산서면,,서면/양정/초읍/부산시민공원,,,,,,,,,,,,,,,,"
"경쟁사,3010327,부산 서면 브라운도트 서면1호점,10064899,서면/양정/초읍/부산시민공원,,,,,,,,,,,,,,,,"
"경쟁사,1000112007,어반스테이 서면,10064899,서면/양정/초읍/부산시민공원,,,,,,,,,,,,,,,,"
"경쟁사,1000109332,부산 서면 라라비안코 비즈니스 호텔,10064899,서면/양정/초읍/부산시민공원,,,,,,,,,,,,,,,,"
"자사,1000099740,스테이 패스포트 부평점,,부평,,,,,,,,,,,,,,,,"
"경쟁사,23361,인천(부평) 뉴캐슬,1000099740,부평,,,,,,,,,,,,,,,,"
"경쟁사,3002091,인천(부평) 제니스,1000099740,부평,,,,,,,,,,,,,,,,"
"경쟁사,100328,인천(부평) 버니1,1000099740,부평,,,,,,,,,,,,,,,,"
"자사,10066555,스테이 패스포트 나고야 안양점,,안양,,,,,,,,,,,,,,,,"
"경쟁사,3009950,안양 센트로,10066555,안양,,,,,,,,,,,,,,,,"
"경쟁사,1002127,금정 테마,10066555,안양,,,,,,,,,,,,,,,,"
"경쟁사,3000366,금정 팔라틴,10066555,안양,,,,,,,,,,,,,,,,"
"자사,25645,프롬에이치 바이권 천안 성정 동백호텔,,천안 서북구,,,,,,,,,,,,,,,,"
"경쟁사,3010951,천안 라트리 호텔,25645,천안 서북구,,,,,,,,,,,,,,,,"
"경쟁사,1000104255,천안 호텔 감,25645,천안 서북구,,,,,,,,,,,,,,,,"
"경쟁사,1000101428,천안 어반스테이,25645,천안 서북구,,,,,,,,,,,,,,,,"
"자사,3002172,프롬에이치 루벤스호텔 목포평화광장점,,목포,,,,,,,,,,,,,,,,"
"경쟁사,10053120,목포 지중해,3002172,목포,,,,,,,,,,,,,,,,"
"경쟁사,3008976,목포 ZARA HOTEL 목포평화광장점,3002172,목포,,,,,,,,,,,,,,,,"
"경쟁사,10068551,목포 호텔 플레이스,3002172,목포,,,,,,,,,,,,,,,,"
"자사,1000111151,씨에스프리미어호텔안양,,얀양,,,,,,,,,,,,,,,,"
"경쟁사,3009256,안양 AMA 드라이브인 HOTEL,1000111151,얀양,,,,,,,,,,,,,,,,"
"경쟁사,10062708,안양 SUN motel (예술공원),1000111151,얀양,,,,,,,,,,,,,,,,"
"경쟁사,3012380,안양 루,1000111151,얀양,,,,,,,,,,,,,,,,"
"자사,10067450,스테이 패스포트 도쿄 사당,,신림/서울대/사당/동작,,,,,,,,,,,,,,,,"
"경쟁사,10045540,더 리프 사당,10067450,신림/서울대/사당/동작,,,,,,,,,,,,,,,,"
"경쟁사,1000101266,사당 카리스호텔,10067450,신림/서울대/사당/동작,,,,,,,,,,,,,,,,"
"경쟁사,1000099516,사당 티트리 호텔 사당역,10067450,신림/서울대/사당/동작,,,,,,,,,,,,,,,,"
"자사,10066734,미타쓰야 료칸&호텔 송탄점,,평택/송탄/안성,,,,,,,,,,,,,,,,"
"경쟁사,10065153,테마 스테이 호텔,10066734,평택/송탄/안성,,,,,,,,,,,,,,,,"
"경쟁사,1019037,송탄 디자인 뜰앤,10066734,평택/송탄/안성,,,,,,,,,,,,,,,,"
"경쟁사,1019086,송탄 라움,10066734,평택/송탄/안성,,,,,,,,,,,,,,,,"
"자사,3014723,미타쓰야 료칸&호텔 평택점,,평택/송탄/안성,,,,,,,,,,,,,,,,"
"경쟁사,3017597,평택 오월숲,3014723,평택/송탄/안성,,,,,,,,,,,,,,,,"
"경쟁사,24597,평택 Show,3014723,평택/송탄/안성,,,,,,,,,,,,,,,,"
"경쟁사,3016060,평택 스테이 호텔,3014723,평택/송탄/안성,,,,,,,,,,,,,,,,"
"자사,3010937,아늑 시그니처 호텔 서울 구로,,신림/서울대/사당/동작,,,,,,,,,,,,,,,,"
"경쟁사,3001564,신라스테이 구로,3010937,신림/서울대/사당/동작,,,,,,,,,,,,,,,,"
"경쟁사,1000099647,포포인츠 바이 쉐라톤 서울 구로,3010937,신림/서울대/사당/동작,,,,,,,,,,,,,,,,"
"경쟁사,3015614,구로 컬리넌,3010937,신림/서울대/사당/동작,,,,,,,,,,,,,,,,"
"자사,28161,아늑 호텔 앤 스파 서울 종로 안국 2호점,,종로/대학로/동묘앞역,,,,,,,,,,,,,,,,"
"경쟁사,3000698,이비스 앰배서더 서울 인사동,28161,종로/대학로/동묘앞역,,,,,,,,,,,,,,,,"
"경쟁사,10058149,한옥호텔 담,28161,종로/대학로/동묘앞역,,,,,,,,,,,,,,,,"
"경쟁사,1012337,북촌 복합한옥공간 곳,28161,종로/대학로/동묘앞역,,,,,,,,,,,,,,,,"
"자사,10067750,루프 서울 바이 아늑 서울 강남1,,강남/역삼,,,,,,,,,,,,,,,,"
"경쟁사,3001387,호텔 페이토 강남,10067750,강남/역삼,,,,,,,,,,,,,,,,"
"경쟁사,3013914,오월호텔,10067750,강남/역삼,,,,,,,,,,,,,,,,"
"경쟁사,1000106266,역삼 아르누보 호텔,10067750,강남/역삼,,,,,,,,,,,,,,,,"
"자사,10066129,수원 아모레미오 빈티지,,수원역/구운/행궁/장안구,,,,,,,,,,,,,,,,"
"경쟁사,23602,수원역(로데오) SOME,10066129,수원역/구운/행궁/장안구,,,,,,,,,,,,,,,,"
"경쟁사,24102,수원역 25H,10066129,수원역/구운/행궁/장안구,,,,,,,,,,,,,,,,"
"경쟁사,23965,수원역 라임 (Lime),10066129,수원역/구운/행궁/장안구,,,,,,,,,,,,,,,,"
"자사,10067887,스테이 패스포트 이태원 호텔 앤 스파,,이태원/용산/서울역/명동/회현,,,,,,,,,,,,,,,,"
"경쟁사,27397,한남 67,10067887,이태원/용산/서울역/명동/회현,,,,,,,,,,,,,,,,"
"경쟁사,1000110007,이태원 성지,10067887,이태원/용산/서울역/명동/회현,,,,,,,,,,,,,,,,"
"경쟁사,3020480,명동(충무로) 영인 호텔,10067887,이태원/용산/서울역/명동/회현,,,,,,,,,,,,,,,,"
"자사,10067926,루프 서울 호텔 리트리트 by 아늑 서울 홍대,,신촌/홍대/합정,,,,,,,,,,,,,,,,"
"경쟁사,24084,신촌 어반슬로우(URBANSLOW),10067926,신촌/홍대/합정,,,,,,,,,,,,,,,,"
"경쟁사,100142,신촌 월 (月),10067926,신촌/홍대/합정,,,,,,,,,,,,,,,,"
"경쟁사,10054221,신촌 브라운도트 신촌점,10067926,신촌/홍대/합정,,,,,,,,,,,,,,,,"
"자사,24291,아늑 료칸 호텔 대전 대흥,,중구(은행/대흥/선화/유천),,,,,,,,,,,,,,,,"
"경쟁사,1000112599,대전 넘버25호텔 대전역점,24291,중구(은행/대흥/선화/유천),,,,,,,,,,,,,,,,"
"경쟁사,10067073,대전 펜션형 감성숙소 호텔더재즈,24291,중구(은행/대흥/선화/유천),,,,,,,,,,,,,,,,"
"경쟁사,24149,대전 대흥 호텔 루오(LUO),24291,중구(은행/대흥/선화/유천),,,,,,,,,,,,,,,,"
"자사,3018157,미타스야 료칸 호텔 by 아늑 수원인계,,수원 인계동/나혜석거리,,,,,,,,,,,,,,,,"
"경쟁사,1002897,수원(인계동) 앨리스 호텔,3018157,수원 인계동/나혜석거리,,,,,,,,,,,,,,,,"
"경쟁사,24636,수원(인계동) JM(제이엠호텔),3018157,수원 인계동/나혜석거리,,,,,,,,,,,,,,,,"
"경쟁사,26712,수원(인계동) 데이앤나잇(DAY&NIGHT),3018157,수원 인계동/나혜석거리,,,,,,,,,,,,,,,,"
"자사,25304,아늑 료칸 호텔 은평 불광,,연신내/불광/응암,,,,,,,,,,,,,,,,"
"경쟁사,26894,불광 M&A,25304,연신내/불광/응암,,,,,,,,,,,,,,,,"
"경쟁사,27588,불광 호텔 마루,25304,연신내/불광/응암,,,,,,,,,,,,,,,,"
"경쟁사,10047207,불광 3S 호텔,25304,연신내/불광/응암,,,,,,,,,,,,,,,,"
"자사,10068149,루프 서울 호텔 리트리트 by 아늑 서울 강남 1호점,,강남/역삼,,,,,,,,,,,,,,,,"
"경쟁사,25986,역삼 컬리넌,10068149,강남/역삼,,,,,,,,,,,,,,,,"
"경쟁사,23965,역삼 사월,10068149,강남/역삼,,,,,,,,,,,,,,,,"
"경쟁사,3013325,역삼 마리호텔,10068149,강남/역삼,,,,,,,,,,,,,,,,"
"자사,3008754,호텔 드레 대전유성점,,유성구,,,,,,,,,,,,,,,,"
"경쟁사,3009829,대전 유성 비앤비,3008754,유성구,,,,,,,,,,,,,,,,"
"경쟁사,1019067,대전 유성 저스트슬립 유성온천점,3008754,유성구,,,,,,,,,,,,,,,,"
"경쟁사,1009320,대전 유성 드라마 호텔,3008754,유성구,,,,,,,,,,,,,,,,"
"자사,3010541,호텔 얌 파주금촌점,,파주,,,,,,,,,,,,,,,,"
"경쟁사,1004179,파주 금촌 씨마,3010541,파주,,,,,,,,,,,,,,,,"
"경쟁사,1004178,파주 금촌 LIP,3010541,파주,,,,,,,,,,,,,,,,"
"경쟁사,1020196,파주(금촌) 백두,3010541,파주,,,,,,,,,,,,,,,,"
"자사,27009,아늑호텔 대전 대흥점,,중구(은행/대흥/선화/유천),,,,,,,,,,,,,,,,"
"경쟁사,26161,대전 대흥 만월 호텔,27009,중구(은행/대흥/선화/유천),,,,,,,,,,,,,,,,"
"경쟁사,1009419,대전 대흥 아로하,27009,중구(은행/대흥/선화/유천),,,,,,,,,,,,,,,,"
"경쟁사,26134,대전 대흥 무아랑 호텔,27009,중구(은행/대흥/선화/유천),,,,,,,,,,,,,,,,"
"자사,1000109249,청주 딕셔너리 호텔,,청주 흥덕구 / 서원구 (청주 터미널),,,,,,,,,,,,,,,,"
"경쟁사,1000111990,청주 호텔 인 모던 청주터미널점,1000109249,청주 흥덕구 / 서원구 (청주 터미널),,,,,,,,,,,,,,,,"
"경쟁사,1018737,청주 스카이텔,1000109249,청주 흥덕구 / 서원구 (청주 터미널),,,,,,,,,,,,,,,,"
"경쟁사,1000111897,청주 아벨라 호텔,1000109249,청주 흥덕구 / 서원구 (청주 터미널),,,,,,,,,,,,,,,,"
"자사,10049006,부산 메종드센텀 호텔,,광안리/수영,,,,,,,,,,,,,,,,"
"경쟁사,1000099484,부산 수영 봄날,10049006,광안리/수영,,,,,,,,,,,,,,,,"
"경쟁사,10039975,부산 수영 호텔 리버,10049006,광안리/수영,,,,,,,,,,,,,,,,"
"경쟁사,1019920,부산 수영 호텔 스미스,10049006,광안리/수영,,,,,,,,,,,,,,,,"
"자사,1000103330,호텔야자 마산오동점,,""마산"
",,,,,,,,,,,,,,,,"
"경쟁사,3000193,창원 마산 Hotel 에이블(Able),1000103330,""마산"
",,,,,,,,,,,,,,,,"
"경쟁사,3020242,창원 마산 Hotel 루카스 (Lucas),1000103330,""마산"
",,,,,,,,,,,,,,,,"
"경쟁사,26902,창원 마산 로제 시그니처 호텔,1000103330,""마산"
",,,,,,,,,,,,,,,,"
"자사,26072,아이비 호텔 부산 서면,,서면/양정/초읍/부산시민공원,,,,,,,,,,,,,,,,"
"경쟁사,1000111989,부산 서면 비지니스 호텔 J7,26072,서면/양정/초읍/부산시민공원,,,,,,,,,,,,,,,,"
"경쟁사,3018211,부산 서면 넘버25 서면1번가점,26072,서면/양정/초읍/부산시민공원,,,,,,,,,,,,,,,,"
"경쟁사,3017110,부산 서면 호텔 치즈,26072,서면/양정/초읍/부산시민공원,,,,,,,,,,,,,,,,"
"자사,3016665,이천 아늑에어 호텔 설봉호수점,,여주/이천,,,,,,,,,,,,,,,,"
"경쟁사,23826,이천 힐링 무인텔,3016665,여주/이천,,,,,,,,,,,,,,,,"
"경쟁사,10041219,이천 샤트렌모텔,3016665,여주/이천,,,,,,,,,,,,,,,,"
"경쟁사,10045680,이천 뷰,3016665,여주/이천,,,,,,,,,,,,,,,,"
"자사,27009,대전 아늑에어 대전역점,,중구(은행/대흥/선화/유천),,,,,,,,,,,,,,,,"
"경쟁사,10068009,대전 은행 허브 모텔,27009,중구(은행/대흥/선화/유천),,,,,,,,,,,,,,,,"
"경쟁사,10060397,대전 은행 고래하우스,27009,중구(은행/대흥/선화/유천),,,,,,,,,,,,,,,,"
"경쟁사,1000113060,대전 은행 휴,27009,중구(은행/대흥/선화/유천),,,,,,,,,,,,,,,,"
"자사,10062504,아늑 료칸호텔 전주점,,전주 덕진구,,,,,,,,,,,,,,,,"
"경쟁사,10064828,전주 금암동 H Avenue 전주터미널점,10062504,전주 덕진구,,,,,,,,,,,,,,,,"
"경쟁사,3014036,전주 금암동 호텔 바라한(HOTEL BARAHAN),10062504,전주 덕진구,,,,,,,,,,,,,,,,"
"경쟁사,3013439,전주 금암동 호텔 K,10062504,전주 덕진구,,,,,,,,,,,,,,,,"
"자사,10046159,경주 브라운도트 양남점,,경주(보문단지/황리단길/불국사/양남/감포/안강),,,,,,,,,,,,,,,,"
"경쟁사,3016005,경주 르 이데아,10046159,경주(보문단지/황리단길/불국사/양남/감포/안강),,,,,,,,,,,,,,,,"
"경쟁사,10040586,경주 비치 호텔,10046159,경주(보문단지/황리단길/불국사/양남/감포/안강),,,,,,,,,,,,,,,,"
"경쟁사,10052027,경주(양남) 썬호텔,10046159,경주(보문단지/황리단길/불국사/양남/감포/안강),,,,,,,,,,,,,,,,"
"자사,27589,신촌 로컬프렌즈 호텔,,신촌/홍대/합정,,,,,,,,,,,,,,,,"
"경쟁사,27820,신촌 APL Hotel,27589,신촌/홍대/합정,,,,,,,,,,,,,,,,"
"경쟁사,3016067,신촌 FORESTAR(포레스타),27589,신촌/홍대/합정,,,,,,,,,,,,,,,,"
"경쟁사,23224,신촌 림,27589,신촌/홍대/합정,,,,,,,,,,,,,,,,"
"자사,1000102469,목포 무어호텔 by 아늑,,목포,,,,,,,,,,,,,,,,"
"경쟁사,10044175,목포 호텔 캐슬(HOTEL CASTLE),1000102469,목포,,,,,,,,,,,,,,,,"
"경쟁사,1014237,목포 hotel city (호텔 시티) 평화광장점,1000102469,목포,,,,,,,,,,,,,,,,"
"경쟁사,1000105746,목포 호텔 가봄,1000102469,목포,,,,,,,,,,,,,,,,"
"자사,3008850,안산 데일리호텔,,""안산 중앙역"
",,,,,,,,,,,,,,,,"
"경쟁사,3015988,안산 호텔 센스 (Design Boutique),3008850,""안산 중앙역"
",,,,,,,,,,,,,,,,"
"경쟁사,25137,안산 Design Hotel XYM,3008850,""안산 중앙역"
",,,,,,,,,,,,,,,,"
"경쟁사,26893,안산(중앙동) 그레이 디자인,3008850,""안산 중앙역"
",,,,,,,,,,,,,,,,"
"자사,10064806,목포 우인호텔,,목포,,,,,,,,,,,,,,,,"
"경쟁사,1014427,목포 가족 관광호텔,10064806,목포,,,,,,,,,,,,,,,,"
"경쟁사,10054367,목포 에프원 호텔,10064806,목포,,,,,,,,,,,,,,,,"
"경쟁사,1000111589,목포 마리나베이 가족호텔,10064806,목포,,,,,,,,,,,,,,,,"
"자사,10066374,프롬에이치 엘렌호텔,,""서귀포시/중문/모슬포"
",,,,,,,,,,,,,,,,"
"경쟁사,10047256,서귀포 파밀리아,10066374,""서귀포시/중문/모슬포"
",,,,,,,,,,,,,,,,"
"경쟁사,3002221,서귀포 보우힐 펜션&호텔,10066374,""서귀포시/중문/모슬포"
",,,,,,,,,,,,,,,,"
"경쟁사,3018491,서귀포 오션블루호텔,10066374,""서귀포시/중문/모슬포"
",,,,,,,,,,,,,,,,"
"자사,10042055,브라운도트호텔 전주중화산점,,전주 완산구/완주,,,,,,,,,,,,,,,,"
"경쟁사,100531,전주 중화산동 라베호텔(LABE HOTEL),10042055,전주 완산구/완주,,,,,,,,,,,,,,,,"
"경쟁사,10047319,전주 중화산동 브라이튼 호텔(BRIGHTEN HOTEL),10042055,전주 완산구/완주,,,,,,,,,,,,,,,,"
"경쟁사,1000101390,전주 중화산동 카마호텔,10042055,전주 완산구/완주,,,,,,,,,,,,,,,,"
"자사,3006953,광주 더블유라운지,,광주역/기아챔피언스필드/전대사거리/북구,,,,,,,,,,,,,,,,"
"경쟁사,10041990,광주 상무 듀 호텔 (D＇you Hotel),3006953,광주역/기아챔피언스필드/전대사거리/북구,,,,,,,,,,,,,,,,"
"경쟁사,10054291,광주 상무 하운드호텔 광주상무,3006953,광주역/기아챔피언스필드/전대사거리/북구,,,,,,,,,,,,,,,,"
"경쟁사,3017752,광주 상무 호텔 메이킹(HOTEL MAKING),3006953,광주역/기아챔피언스필드/전대사거리/북구,,,,,,,,,,,,,,,,"
"자사,10065715,스테이 패스포트 익스프레스 경성 청량리점,,영등포/여의도,,,,,,,,,,,,,,,,"
"경쟁사,26329,경희대 글램(GLAM),10065715,영등포/여의도,,,,,,,,,,,,,,,,"
"경쟁사,23725,왕십리 컬리넌 호텔 앤 스파,10065715,영등포/여의도,,,,,,,,,,,,,,,,"
"경쟁사,3000403,왕십리 FORESTAR (포레스타),10065715,영등포/여의도,,,,,,,,,,,,,,,,"
"자사,10065713,아늑호텔 청량리점,,영등포/여의도,,,,,,,,,,,,,,,,"
"경쟁사,100138,청량리 더 디자이너스,10065713,영등포/여의도,,,,,,,,,,,,,,,,"
"경쟁사,27624,청량리 동아모텔,10065713,영등포/여의도,,,,,,,,,,,,,,,,"
"경쟁사,23760,청량리 31page,10065713,영등포/여의도,,,,,,,,,,,,,,,,"
"자사,26250,수원 아모레미오,,수원역/구운/행궁/장안구,,,,,,,,,,,,,,,,"
"경쟁사,26233,수원역 The별,26250,수원역/구운/행궁/장안구,,,,,,,,,,,,,,,,"
"경쟁사,1000099346,수원역 호텔 맘(MOM),26250,수원역/구운/행궁/장안구,,,,,,,,,,,,,,,,"
"경쟁사,1018932,수원역 자볼레,26250,수원역/구운/행궁/장안구,,,,,,,,,,,,,,,,"
"자사,10064298,하운드 호텔 영일대점,,""포항/북구(영일대/죽도시장/여객터미널/송도)"
",,,,,,,,,,,,,,,,"
"경쟁사,10041144,포항 영일대 H Avenue 포항영일대점,10064298,""포항/북구(영일대/죽도시장/여객터미널/송도)"
",,,,,,,,,,,,,,,,"
"경쟁사,10048442,포항 호텔 뷰,10064298,""포항/북구(영일대/죽도시장/여객터미널/송도)"
",,,,,,,,,,,,,,,,"
"경쟁사,3002115,포항 윈호텔,10064298,""포항/북구(영일대/죽도시장/여객터미널/송도)"
",,,,,,,,,,,,,,,,"
"자사,10066352,미타쓰야 료칸&호텔 공주점,,공주/동학사/세종,,,,,,,,,,,,,,,,"
"경쟁사,27234,공주(동학사) 소설 무인텔,10066352,공주/동학사/세종,,,,,,,,,,,,,,,,"
"경쟁사,3010002,공주(동학사) 호텔 반디,10066352,공주/동학사/세종,,,,,,,,,,,,,,,,"
"경쟁사,10043192,공주(동학사) 코코 무인텔,10066352,공주/동학사/세종,,,,,,,,,,,,,,,,"
"자사,10064899,동두천 글렌스테이,,양주/동두천/연천,,,,,,,,,,,,,,,,"
"경쟁사,25636,동두천 시마,10064899,양주/동두천/연천,,,,,,,,,,,,,,,,"
"경쟁사,10046928,동두천 HOTEL G7,10064899,양주/동두천/연천,,,,,,,,,,,,,,,,"
"경쟁사,1019513,동두천 빅토리아,10064899,양주/동두천/연천,,,,,,,,,,,,,,,,"
"자사,3006826,천안 엔유,,천안 서북구,,,,,,,,,,,,,,,,"
"경쟁사,25310,천안 렉스 호텔,3006826,천안 서북구,,,,,,,,,,,,,,,,"
"경쟁사,1000104671,천안 칼튼,3006826,천안 서북구,,,,,,,,,,,,,,,,"
"경쟁사,1000111618,천안 이끌림호텔 천안역점,3006826,천안 서북구,,,,,,,,,,,,,,,,"
"자사,10065715,공주 더힐스테이,,공주/동학사/세종,,,,,,,,,,,,,,,,"
"경쟁사,1017209,공주 하얀성,10065715,공주/동학사/세종,,,,,,,,,,,,,,,,"
"경쟁사,3010999,공주 호텔 카이,10065715,공주/동학사/세종,,,,,,,,,,,,,,,,"
"경쟁사,1000102514,공주 초이 한옥호텔,10065715,공주/동학사/세종,,,,,,,,,,,,,,,,"
"자사,10065713,포항 르 파빌리온 풀빌라,,""포항/북구(영일대/죽도시장/여객터미널/송도)"
",,,,,,,,,,,,,,,,"
"경쟁사,3006819,포항 송라아쿠아관광펜션,10065713,""포항/북구(영일대/죽도시장/여객터미널/송도)"
",,,,,,,,,,,,,,,,"
"경쟁사,10057794,포항 페리도트풀빌라&풀글램핑,10065713,""포항/북구(영일대/죽도시장/여객터미널/송도)"
",,,,,,,,,,,,,,,,"
"경쟁사,10051717,포항 사계절독채펜션,10065713,""포항/북구(영일대/죽도시장/여객터미널/송도)"
",,,,,,,,,,,,,,,,"
"자사,23815,프롬에이치 티리조트 제주 성산점,,서귀포시/중문/모슬포,,,,,,,,,,,,,,,,"
"경쟁사,3011519,서귀포 해모랏펜션,23815,서귀포시/중문/모슬포,,,,,,,,,,,,,,,,"
"경쟁사,10062151,서귀포 오름펜션,23815,서귀포시/중문/모슬포,,,,,,,,,,,,,,,,"
"경쟁사,10047535,서귀포 컨트리팜펜션,23815,서귀포시/중문/모슬포,,,,,,,,,,,,,,,,"
"자사,1019090,이천 XYM 호텔,,""여주/이천"
",,,,,,,,,,,,,,,,"
"경쟁사,3020270,이천 호텔 글로리아 이천점,1019090,""여주/이천"
",,,,,,,,,,,,,,,,"
"경쟁사,25580,이천 J HOTEL,1019090,""여주/이천"
",,,,,,,,,,,,,,,,"
"경쟁사,1000106119,이천 라운지서울,1019090,""여주/이천"
",,,,,,,,,,,,,,,,"
"자사,1019507,부천 다온호텔,,부천,,,,,,,,,,,,,,,,"
"경쟁사,23227,부천(송내) 피오르 호텔,1019507,부천,,,,,,,,,,,,,,,,"
"경쟁사,27683,부천(송내) 요기,1019507,부천,,,,,,,,,,,,,,,,"
"경쟁사,1000105382,부천(송내) 마루,1019507,부천,,,,,,,,,,,,,,,,"
"자사,24325,낙원온천호텔 대전점,,유성구,,,,,,,,,,,,,,,,"
"경쟁사,23960,대전 유성 스파타워,24325,유성구,,,,,,,,,,,,,,,,"
"경쟁사,10041170,경하온천호텔,24325,유성구,,,,,,,,,,,,,,,,"
"경쟁사,25277,대전 유성 에디션 by 아늑,24325,유성구,,,,,,,,,,,,,,,,"
"자사,10066950,호텔 작 인사동 by 아늑,,종로/대학로/동묘앞역,,,,,,,,,,,,,,,,"
"경쟁사,3013712,종로 준오호텔,10066950,종로/대학로/동묘앞역,,,,,,,,,,,,,,,,"
"경쟁사,10051210,종로 크라운 호텔,10066950,종로/대학로/동묘앞역,,,,,,,,,,,,,,,,"
"경쟁사,1000105393,종로 수송 게스트하우스,10066950,종로/대학로/동묘앞역,,,,,,,,,,,,,,,,"
"자사,3014198,케이브 료칸 호텔 by 아늑 천안터미널,,천안 동남구,,,,,,,,,,,,,,,,"
"경쟁사,3011960,천안 루미에르32,3014198,천안 동남구,,,,,,,,,,,,,,,,"
"경쟁사,10039854,천안 웨스턴 호텔,3014198,천안 동남구,,,,,,,,,,,,,,,,"
"경쟁사,1000112566,천안 호텔 잠,3014198,천안 동남구,,,,,,,,,,,,,,,,"
"자사,10068095,아늑호텔 대전 유성온천,,유성구,,,,,,,,,,,,,,,,"
"경쟁사,27361,대전 유성 원,10068095,유성구,,,,,,,,,,,,,,,,"
"경쟁사,1000110203,대전 유성 시네마e텔,10068095,유성구,,,,,,,,,,,,,,,,"
"경쟁사,3001492,대전 나무호텔,10068095,유성구,,,,,,,,,,,,,,,,"
"자사,26224,아늑 료칸 호텔 대전 용전,,동구(용전/복합터미널),,,,,,,,,,,,,,,,"
"경쟁사,10046121,대전 용전 Boutique 이틀,26224,동구(용전/복합터미널),,,,,,,,,,,,,,,,"
"경쟁사,1009129,대전 용전 하이클래스,26224,동구(용전/복합터미널),,,,,,,,,,,,,,,,"
